('ipiphone 6s có thể chiến được game pubg mobile mượt khong', {'entities': [(37, 48, 'GAME')]})
('ở thái nguyên giá ssiphone iphone 8 plus giờ nhiêu', {'entities': [(2, 13, 'LOCATION'), (18, 40, 'PHONE')]})
('cho mình hỏi trả góp có lãi suất không và thanh toán như thế nào', {'entities': [(13, 20, 'IS_NEEDED')]})
('hàng còn về ko ạ ??', {'entities': [(5, 14, 'OTHER')]})
('bao h mới có màu đen vậy shop', {'entities': [(17, 20, 'COLOR')]})
('có trả góp qua thẻ ngân hàng hay tín dụng không', {'entities': [(3, 28, 'IS_SUPPORTED_INSTALLMENT_THROUGH_CREDIT')]})
('hàng còn ở cửa hàng nào vậy cellphones ơi', {'entities': [(0, 19, 'OTHER')]})
('cơ sở hồ tùng mậu còn k ạ', {'entities': [(6, 17, 'LOCATION')]})
('máy này là 2 sim phải không shop', {'entities': [(11, 27, 'HOW_NUMBER_SIM')]})
('aiphone iphone 8 plus đã kích hoạt giờ gía bao nhiêu vâyk ad', {'entities': [(22, 34, 'PRICE_OF_OLD_PHONE'), (0, 21, 'PHONE')]})
('không lấy quà thì còn bao nhiêu', {'entities': [(0, 13, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('mua trả góp trả trc bao nhieu tiền ạ', {'entities': [(12, 29, 'IS_NEEDED')]})
('mua trả góp qua thẻ thì mỗi tháng bn tiền b?', {'entities': [(0, 11, 'IS_NEEDED')]})
('bên mình có máy chưa kích họat không ạ?', {'entities': [(16, 30, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('e muốn mua trả góp thì như thế nào ạ?', {'entities': [(7, 18, 'IS_NEEDED')]})
('cho hỏi, hàng nầy đã sử dụng hay nguyên hộp vậy shop', {'entities': [(18, 28, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('bản 64gb mắc hơn 32gb nhiêu', {'entities': [(9, 16, 'IS_COMPARE'), (4, 6, 'ROM'), (17, 19, 'ROM')]})
('mình có mua 1máy huawei p20 pro được 3 tháng, có mua thêm gói bảo hành vip 1tr7 . giờ máy mình bị rơi, trầy iphone xướt phần viền. có bảo hành lại cho mình ko', {'entities': [(95, 101, 'IS_BROKEN_GLASS')]})
('samsung samsung j4 plus có màu đỏ k ạ', {'entities': [(0, 23, 'PHONE'), (31, 33, 'COLOR')]})
('cho mình hỏi thủ tục đổi máy cũ lấy máy mới như thế nào ạ??', {'entities': [(13, 31, 'PROCEDURE')]})
('san pham co tra gop 0% qua homecredit ko vay', {'entities': [(9, 19, 'IS_NEEDED')]})
('cho mình iphone xin giá đã trừ quà,', {'entities': [(27, 34, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('ở thái hà còn màu trắng k ạ', {'entities': [(22, 27, 'COLOR')]})
('có trung tâm nào ở hà nội còn đt này k', {'entities': [(19, 25, 'LOCATION')]})
('hcm còn hàng không ad?', {'entities': [(0, 3, 'LOCATION')]})
('18 triệu zậy có sử dụng pmh có được giảm 4 triệu 4 ko ạ', {'entities': [(24, 27, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('bên mình còn bản ll/a k?', {'entities': [(17, 21, 'CODE')]})
('sao con này pin lại chỉ 2900. kém hơn con a2 vậy. có gì nhầm lẫn không ad?', {'entities': [(12, 23, 'HOW_LONG_PIN')]})
('khi nào hàng về vậy ạ', {'entities': [(8, 15, 'OTHER')]})
('shop ơi, trả góp qua thẻ tín dụng thì trả trc bn %, và trả trc trong vòg bn thág, trả góp bằg thẻ tón dịng có đc trả góp 0% k ạ', {'entities': [(9, 16, 'IS_NEEDED')]})
('pin 3000 chơi game đc bao lâu. mọi thứ ok trừ pin ra', {'entities': [(9, 29, 'HOW_LONG_PIN_PLAYING_GAME')]})
('cái nay 2 sim nano hả cellphone?', {'entities': [(10, 18, 'WHAT_SIM')]})
('máy này đang sale còn 3.690.000đ ạ ?', {'entities': [(8, 21, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('con km gi ko shop ?', {'entities': [(0, 12, 'SALE_OFF_GIFF')]})
('mình mua samsung a8 tháng 3 vừa rồi và giờ muốn đổi sang samsung s8 thì bù khoảng bao nhiêu ạ?', {'entities': [(9, 19, 'PHONE'), (57, 67, 'PHONE')]})
('trừ quà còn bao nhiêu ạ?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('shop oi iphone iphone x chinh hang duoc nhap tu dau ve a co nhap tu my ko ma phai la chinh hang', {'entities': [(68, 70, 'LOCATION')]})
('sản phầm này có hỗ trợ trả góp không ạ? và nếu trả góp thì có ưu đãi gì không ạ?', {'entities': [(16, 30, 'IS_NEEDED')]})
('mua trả góp 0% ở iphone xa làm hồ sơ được ko shop,mình ở ninh thuận', {'entities': [(0, 14, 'IS_NEEDED'), (57, 67, 'LOCATION')]})
('máy đã kích hoạt có đc tạng phiếu mua hàng 1tr4 ko ad', {'entities': [(20, 33, 'SALE_OFF_GIFF')]})
('chiếc này chi nhánh hcm đag có giá bn vậy?', {'entities': [(22, 25, 'LOCATION')]})
('nếu la chủ thẻ ngân hàng sacombank thi khi mua mình quẹt thẻ hả shop và hình thức 0% lãi iphone xuất là như thế nào', {'entities': [(85, 115, 'IS_NEEDED')]})
('giá tiền này có bao gồm tai nghe không dây chưa ạ', {'entities': [(13, 23, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('còn đang giảm giá không shop ơi', {'entities': [(4, 17, 'IS_SALE_OFF')]})
('mình ở đông anh hà nội, phiền shop iphone xem hộ mình còn hàng k?', {'entities': [(7, 15, 'LOCATION')]})
('còn màu đen không ad', {'entities': [(8, 11, 'COLOR')]})
('bản vn/a có 256gb không ạ?', {'entities': [(12, 15, 'LOCATION'), (4, 8, 'CODE')]})
('iphone 8 plus màu đen có máy của mỹ hong shop', {'entities': [(0, 13, 'PHONE'), (19, 22, 'COLOR')]})
('bên mình có còn hàng ko ạ', {'entities': [(12, 23, 'OTHER')]})
('trả góp 0% với home credit có được giảm giá không ad?', {'entities': [(0, 43, 'IS_SALE_OFF_INSTALLMENT')]})
('có trả góp 30 phần trăm ko trả góp nhiêu tháng', {'entities': [(0, 10, 'IS_NEEDED')]})
('cho anh iphone xin giá sau trừ quà nha!', {'entities': [(23, 34, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('còn hàng ko shop. t2 mình qua lấy đc ko', {'entities': [(0, 11, 'OTHER')]})
('hết hàng rồi hả shop ?', {'entities': [(0, 15, 'OTHER')]})
('samsung note 8 trong thành phố hcm khi nào có màu đen trở lại vậy ạ', {'entities': [(0, 14, 'PHONE'), (31, 34, 'LOCATION'), (50, 53, 'COLOR')]})
('có chống nước không', {'entities': [(3, 13, 'IS_WATER_PROTECTED')]})
('có tiếng việt k', {'entities': [(0, 13, 'IS_VIETNAMESE_INSTALLED')]})
('em dưới 18t có mua trả góp được ko shop?', {'entities': [(19, 26, 'IS_NEEDED')]})
('mh mua  6290k ko nhận quà cellphones thì giá cob bn ad', {'entities': [(14, 25, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('dạ cho em hỏi ở tp.hcm có cửa hàng nào còn máy màu đen hoặc vàng không ạ', {'entities': [(16, 22, 'LOCATION'), (51, 54, 'COLOR'), (60, 64, 'COLOR')]})
('cho em hỏi cửa hàng mình còn sp này màu iphone xanh ko ạ . em ở cầu giấy , hà nội', {'entities': [(75, 81, 'LOCATION'), (40, 51, 'COLOR')]})
('còn màu tím ko shop?', {'entities': [(8, 11, 'COLOR')]})
('vay o bình dương có chi nhánh k ad', {'entities': [(6, 17, 'LOCATION')]})
('ko lấy quà tặng thì giá báo nhiêu', {'entities': [(0, 15, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('mình muốn mua iphone iphone iphone xs maiphone x vàng chính hãng, tư vấn giúp mình trả góp 0% qua thẻ tín dụng nhé', {'entities': [(14, 48, 'PHONE'), (49, 53, 'COLOR')]})
('ad cho e hỏi iphone iphone 8 plus bản mỹ 64g thì bn v ad', {'entities': [(13, 33, 'PHONE'), (41, 43, 'ROM')]})
('màu này k có trả góp 0% với home credit ah ad', {'entities': [(13, 39, 'IS_SUPPORTED_BUYING_THROUGH_CREDIT')]})
('ko lấy quà tặng thì giá còn bao nhiêu ạ ??', {'entities': [(0, 10, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('mua k lấy quà giá bao nhiêu ạ', {'entities': [(4, 13, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('pmh 2.700.000 là mua hàng hay áp dụng giảm vào giá máy luuom ạ', {'entities': [(0, 3, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('phiếu mua hàng có được trừ vào sản phẩm k b', {'entities': [(18, 39, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('shop có máy samsung samsung s9 plus  chíp snapdragnon 845  không mình', {'entities': [(12, 35, 'PHONE'), (42, 57, 'CHIP')]})
('tính thuế nữa là giá nhiêu vậy bạn', {'entities': [(0, 13, 'IF_INCLUDE_TAX')]})
('hiện tại mình mua máy ở celllhones được 30 ngày. máy màu iphone xanh muốn để lại ho bạn nào cần. giá 10tr5 máy mới leng cưng lhe:  máy còn bh hơn 11 tháng', {'entities': [(57, 68, 'COLOR')]})
('pmh 350000đ có đc trừ thẳng vào giá ko?', {'entities': [(0, 3, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('ipiphone 6s 32gb chi nhánh cầu giấy còn sản phẩm k ạ', {'entities': [(0, 11, 'PHONE'), (12, 14, 'ROM'), (27, 35, 'LOCATION')]})
('cho em hỏi con này có chống nước không ạ ?', {'entities': [(22, 32, 'IS_WATER_PROTECTED')]})
('e đang dùng sim 3g mobiphone muốn chuyển qua 4g đc hông ạ', {'entities': [(41, 47, 'IS_4G')]})
('shop cho mình hỏi còn hàng ở chi nhánh võ văn ngân thủ đức ko v??', {'entities': [(39, 50, 'LOCATION'), (51, 58, 'LOCATION')]})
('cho dia chi cu the mai minh qua mua', {'entities': [(28, 35, 'OTHER')]})
('cho mình hỏi iphone iphone x 64gb ở thái hà có hàng ll/a ko nhỉ?', {'entities': [(36, 43, 'LOCATION'), (13, 28, 'PHONE'), (29, 31, 'ROM'), (52, 56, 'CODE')]})
('hàng này bao giờ về tphcm vậy shop', {'entities': [(20, 25, 'LOCATION')]})
('ad ơi cho em hỏi của hàng mình ở hà nội địa chỉ ở đâu ạ', {'entities': [(33, 39, 'LOCATION')]})
('ko lấy quà có được ko vậy', {'entities': [(0, 10, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cần trả góp qua ngân hàng home trong 12 tháng thì lãi suất bao nhiêu và mỗi tháng cần đống bao nhiêu .cho dòng mái iphone iphone 8 plus', {'entities': [(0, 11, 'IS_NEEDED'), (115, 135, 'PHONE')]})
('hàng chính hãng hay copy vậy ạk', {'entities': [(0, 15, 'WHAT_FROM_TYPE')]})
('cho e hỏi là mua tại shop có ưu đãi gì k nhỉ?', {'entities': [(29, 38, 'SALE_OFF_GIFF')]})
('huawei nova 3e 9.490.000 tru tay nghe con bao nhieu ad', {'entities': [(25, 37, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('giá bao nhiêu ạ', {'entities': [(4, 13, 'OTHER')]})
('co 2 sim k ban', {'entities': [(3, 8, 'HOW_NUMBER_SIM')]})
('bản màu vàng còn hàng ở q9 tphcm ko shop', {'entities': [(4, 12, 'COLOR'), (24, 32, 'LOCATION')]})
('iphone iphone x pin iphone xài bao lâu?', {'entities': [(0, 15, 'PHONE'), (16, 38, 'HOW_LONG_PIN')]})
('ở cellphones quang trung, gò vấp, tpchm có bản 4g/64g màu iphone xanh dương chưa ạ', {'entities': [(13, 24, 'LOCATION'), (47, 48, 'RAM'), (50, 52, 'ROM'), (58, 75, 'COLOR')]})
('samsung note 8 ở hn còn hàng k bạn.', {'entities': [(0, 14, 'PHONE'), (17, 19, 'LOCATION')]})
('liệu mua chả góp có khuyến mãi hay quà gì k ad', {'entities': [(17, 30, 'SALE_OFF_GIFF')]})
('cell phone s cho iphone xem giá  trả góp đc ko', {'entities': [(33, 40, 'IS_NEEDED')]})
('máy bắn pubg có mượt ko ạ', {'entities': [(8, 12, 'GAME')]})
('ad cho hỏi mình muốn mua trả góp 0% của home cridit là giá 18.900.000 phai ko?', {'entities': [(21, 32, 'IS_NEEDED')]})
('có tràn màn hình không?', {'entities': [(3, 16, 'IS_OVER_FLOW_SCREEN')]})
('bên gò vấp còn hàng kh ạ', {'entities': [(4, 10, 'LOCATION')]})
('đã có hàng ll/a chưa ad', {'entities': [(11, 15, 'CODE')]})
('bên quận 9 còn hàng không ad', {'entities': [(4, 10, 'LOCATION')]})
('có trả góp k shop', {'entities': [(0, 10, 'IS_NEEDED')]})
('cho minh hoi gop 12 thang co dc ko vay', {'entities': [(13, 25, 'IS_NEEDED')]})
('bên mình giảm giá đến khi nào ạ?', {'entities': [(9, 29, 'WHEN_END_SALE_OFF')]})
('ad cho hỏi. có hỗ trợ trả góp trả trước 0% ko ạ. thủ tục cần cmnd+ bằng lái gốc và có cần số đt  hay gì khác ko ạ', {'entities': [(22, 39, 'IS_NEEDED')]})
('giảm giá đến khi nào mới hết vậy cellphones??????', {'entities': [(0, 20, 'WHEN_END_SALE_OFF')]})
('dòng này có trả góp không ? chính sách giá, thủ tục như thế nào ?', {'entities': [(9, 19, 'OTHER')]})
('đây là hàng cty mới nguyên hộp ạ', {'entities': [(7, 30, 'WHAT_FROM_TYPE')]})
('iphone xin chào! em ở tphcm có thì có thể mua dòng điện thoại này ở chi nhánh nào ạ?', {'entities': [(22, 27, 'LOCATION')]})
('samsung j6 plus bên mình có màu đỏ chưa shop', {'entities': [(0, 15, 'PHONE'), (32, 34, 'COLOR')]})
('samsung j6 plus này mua trả góp thì có đc km pmh 540k không ạ? hàng này ở hà nội còn không ạ', {'entities': [(20, 31, 'IS_SALE_OFF_INSTALLMENT'), (0, 15, 'PHONE')]})
('samsung s9 đc tặng quà j vậy ad', {'entities': [(0, 10, 'PHONE'), (14, 26, 'SALE_OFF_GIFF')]})
('trả góp cần giấy tờ gì hả bạn', {'entities': [(8, 22, 'IS_NEEDED')]})
('chi có cccd có mua trả góp đc ko shop', {'entities': [(15, 26, 'IS_NEEDED')]})
('toi co iphone iphone x 256gb doi iphone iphone iphone xsmaiphone x 512 thi bu bao nhieu', {'entities': [(7, 22, 'PHONE'), (23, 26, 'ROM'), (33, 66, 'PHONE'), (67, 70, 'ROM')]})
('shop cho em hỏi con này ở cơ sở khương đình còn không không ạ?', {'entities': [(32, 43, 'LOCATION')]})
('iphone 6 - 32gb sau khuyến mãi còn nhiêu?', {'entities': [(0, 8, 'PHONE'), (11, 13, 'ROM'), (16, 41, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('máy này là máy mới người ta test máy thử không thích nên không lấy đúng không', {'entities': [(8, 18, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('sao báo kêu samsung note 9 512 g giảm còn 21tr mà hãng bán giá cũ vậy', {'entities': [(12, 26, 'PHONE'), (27, 30, 'ROM')]})
('đã kích hoạt là máy cũ iphone xài rồi phải không', {'entities': [(0, 12, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('ở cầu giấy còn máy này mã ll/a ko ạ', {'entities': [(2, 10, 'LOCATION'), (26, 30, 'CODE')]})
('cho mình hỏi là hết quà tặng rồi ạ', {'entities': [(16, 34, 'IS_SALE_OFF_NOW')]})
('hà nội còn không bạn nhỉ?', {'entities': [(0, 6, 'LOCATION')]})
('máy chơi game mượt không a', {'entities': [(9, 24, 'IS_FINE_WHILE_PLAYING')]})
('bây giờ mua hàng còn áp dụng tạng pmh 4600.000 không shop', {'entities': [(34, 37, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('em 18 tuổi có cmnd và bằng lái iphone xe có được trả góp ko ạ', {'entities': [(49, 56, 'IS_NEEDED')]})
('cho hỏi hcm còn iphone iphone x mã ll/a bản 64gb ko ạ', {'entities': [(16, 31, 'PHONE'), (35, 39, 'CODE'), (44, 46, 'ROM'), (8, 11, 'LOCATION')]})
('huawei huawei p20 pro pro ko lấy quà giá sào v b, mình ở hcm', {'entities': [(26, 40, 'IS_PRICE_AFTER_SALE_OFF_PRICE'), (0, 25, 'PHONE')]})
('trả qua visa không cần cmnd và bằng lái iphone xe ạ', {'entities': [(0, 12, 'IS_NEEDED')]})
('có trả trước 10% và góp trong 9 tháng ko', {'entities': [(20, 37, 'IS_NEEDED')]})
('cho mình hỏi k nhận bộ quà cps thì dc quy đổi vào giá máy dc k ạ?', {'entities': [(13, 26, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('nếu viết hóa đơn đỏ luôn thì giá có thay đổi không?', {'entities': [(0, 19, 'IF_INCLUDE_TAX')]})
('nay trả góp s v a/c', {'entities': [(4, 15, 'IS_NEEDED')]})
('trừ pmh còn 9,490 hả ship?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('cho hỏi mức giá khi không lấy quà', {'entities': [(20, 33, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('khi mình mua samsung j6 plus ý. đc km pmh 540k thì có trừ thằg vào tiền mua samsung j6 plus k ạ', {'entities': [(51, 75, 'IS_PRICE_AFTER_SALE_OFF_PRICE'), (13, 28, 'PHONE')]})
('e muốn đổi từ iphone iphone x sang  iphone iphone xs maiphone x thì bù thêm bao nhiêu thế ?', {'entities': [(14, 29, 'PHONE'), (36, 63, 'PHONE')]})
('hàng iphone xách tay hả shop', {'entities': [(0, 20, 'WHAT_FROM_TYPE')]})
('bản iphone iphone iphone xs này là quốc tế hả', {'entities': [(4, 27, 'PHONE'), (32, 42, 'IS_GLOBAL')]})
('cho e iphone xin gia sau khi tru qua.', {'entities': [(21, 36, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('em muốn mua trả góp thì như thế nào! và trừ quà đi có trừ vào giá máy không ạ! có gì liên hệ cho em biết với ạ', {'entities': [(8, 19, 'IS_NEEDED')]})
('máy này mới hay cũ mà giảm ghê vậy', {'entities': [(8, 18, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('có trả góp % cho máy mã vn k shop?', {'entities': [(3, 10, 'IS_NEEDED')]})
('tôi đang làm việc ở hạ long quảng ninh.muốn trả góp qua thể bidv thì làm thế nào ạ', {'entities': [(28, 38, 'LOCATION'), (39, 51, 'IS_NEEDED')]})
('quận 10 còn sản phẩm này k ạ?', {'entities': [(0, 7, 'LOCATION')]})
('ko lấy loa có được - tiền ko', {'entities': [(0, 10, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('máy này có chống nước không', {'entities': [(11, 21, 'IS_WATER_PROTECTED')]})
('giảm giá đến ngày nào vậy ad ?', {'entities': [(0, 21, 'WHEN_END_SALE_OFF')]})
('cho mh hỏi hiện tại mua e này có được khuyến mãi gì k ạ?', {'entities': [(38, 53, 'SALE_OFF_GIFF')]})
('cho e hōi màu hong con hang k za', {'entities': [(14, 18, 'COLOR')]})
('mình sử dụng ở nước ngoài có được không.', {'entities': [(5, 25, 'IS_GLOBAL')]})
('chi nhánh ở phứơc long b còn hàng k ạ, nếu còn thì khỏang 3,4 ngay nua e có thể ghé iphone xem máy dc k ạ', {'entities': [(12, 24, 'LOCATION')]})
('khi nao hàng về hanoi báo mazz', {'entities': [(16, 21, 'LOCATION')]})
('tphcm còn ko shop', {'entities': [(0, 5, 'LOCATION')]})
('máy này dung lượng rom là 32 hay 64?', {'entities': [(8, 25, 'WHAT_ROM'), (26, 28, 'ROM'), (33, 35, 'ROM')]})
('đặt trc ngoài quà tặng samsung còn đc tặng thêm gì nữa ko ad', {'entities': [(31, 50, 'SALE_OFF_GIFF')]})
('mình ở tp cà mau đang có 6tr muốn trả góp được không? iphone xin tư vấn giúp ạ', {'entities': [(29, 41, 'IS_NEEDED'), (10, 16, 'LOCATION')]})
('iphone xin hỏi mẫu này là hàng iphone xách tay, còn nguyên seal, chưa active đúng ko?', {'entities': [(52, 63, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('giá hiện giờ bao nhiêu add, mình mua trả góp trả trước bao nhiêu', {'entities': [(0, 22, 'OTHER')]})
('e k muốn lấy phiếu mua hàng mà muốn trừ thẳng vào giá sản phẩm được không ad', {'entities': [(36, 53, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('em muốn mua mà chả thấy giá', {'entities': [(8, 27, 'OTHER')]})
('cho e iphone xin địa chỉ ở tp hcm.', {'entities': [(27, 33, 'LOCATION')]})
('cửa hành ở quốc lộ 50 huyện bình chánh còn không ad', {'entities': [(28, 38, 'LOCATION')]})
('cho mình hỏi trả góp qua homecredit 12 tháng thanh toán trước 50% thì ntn ạ', {'entities': [(13, 20, 'IS_NEEDED')]})
('trừ quà còn bao nhiêu ạ?', {'entities': [(0, 7, 'IS_PRICE_AFTER_SALE_OFF_PRICE')]})
('đây là máy mới tinh à shop.', {'entities': [(7, 21, 'IS_BRAND_NEW_OR_LIKE_NEW')]})
('iphone iphone 8 plus đỏ ở hàng bài còn ko ạ', {'entities': [(0, 20, 'PHONE'), (26, 34, 'LOCATION')]})
('ủa ssamsung s9 note còn ko vậy', {'entities': [(3, 19, 'PHONE')]})
('chơi đc pubg ko vậy', {'entities': [(8, 12, 'GAME')]})
('mình muốn trả góp sản phẩm này kì hạn 6 tháng thì cần những gì vậy shop ?', {'entities': [(10, 17, 'IS_NEEDED')]})
('màu tím vẫn giá 8tr à shop, có sẵn hàng ko ạ', {'entities': [(4, 7, 'COLOR')]})
('màu tím, hcm còn ở chi nhánh nào vậy shop?', {'entities': [(4, 7, 'COLOR'), (9, 12, 'LOCATION')]})
('còn màu đen không ?', {'entities': [(8, 11, 'COLOR')]})
('cho e hỏi địa chỉ mua hàng ở hà nội ạ', {'entities': [(29, 35, 'LOCATION')]})
('sp này hiện tại còn ko ạ.e ở tphcm', {'entities': [(29, 34, 'LOCATION')]})
